"New Contractor Licenses - File created: Nov 28, 2018 - 1618 Records"
"License No","Business Name","Doing Business As","Address","Address 2","City","State","Zip","Qualifying Party","Class","Class Detail","Issued Date","Expiration Date","Status"
"322139","Bear Ridge Industries LLC"," ","4820 N Rim View Loop"," ","Pine","AZ","85544","Wade Colt Creasy","KA","","2018-09-25","2020-09-30","Active"
"322140","Arizona Floor Removal LLC"," ","14631 N 59th Dr"," ","Glendale","AZ","85306","Matthew A Dombrowski","CR-57","","2018-09-25","2020-09-30","Active"
"322141","Dimension One Inc."," ","289 Jonesboro Rd Ste 353"," ","McDonough","GA","30253","Geoffrey Thomas Cauble","B-2","","2018-09-25","2020-09-30","Active"
"322142","Orion Home Services LLC"," ","2470 W Ruthrauff Rd Ste 109"," ","Tucson","AZ","85705","Randy S Williams","R-39R","","2018-09-25","2020-09-30","Active"
"322143","Bellingham Marine Industries Inc"," ","8810 Sparling Ln"," ","Dixon","CA","95620","James Roland Puder","C-11","","2018-09-25","2020-09-30","Active"
"322144","Bellingham Marine Industries Inc"," ","8810 Sparling Ln"," ","Dixon","CA","95620","James Roland Puder","A","","2018-09-25","2020-09-30","Active"
"322145","Keeter's Quality Plumbing LLC"," ","PO Box 1229"," ","Paulden","AZ","85334","Larry Wallace Keeter","CR-37","","2018-09-25","2020-09-30","Active"
"322148","Mass Electric Construction Co"," ","3555 Farnam St"," ","Omaha","NE","68131","David Kemper Leuchter","A","","2018-09-26","2020-09-30","Active"
"322149","Elements of Design Construction LLC"," ","1235 N Painted Hills Rd"," ","Tucson","AZ","85745","Hector David De La Ossa","B","","2018-09-26","2020-09-30","Active"
"322150","Atlantis Pool Services LLC"," Pool Shop","3636 E Ray Rd Ste 10"," ","Phoenix","AZ","85044","Chris Michael Crane Jr","R-6","","2018-09-26","2020-09-30","Active"
"322151","Centerline Homes LLC"," ","505 E Fairway Dr"," ","Litchfield Park","AZ","85340","Larry Brandon Sears Jr","B","","2018-09-26","2020-09-30","Active"
"322152","Better Blind Works LLC"," ","703 E University Dr Apt 5"," ","Mesa","AZ","85203","Kasey Glenn Haws","CR-65","","2018-09-26","2020-09-30","Active"
"322153","Toth Interiors LLC","Tailored Living Tucson ","3833 N Oracle Rd"," ","Tucson","AZ","85705","Aaron Dewayne Workman","CR-61","","2018-09-26","2020-09-30","Active"
"322154","Showcase Painting Services LLC"," ","23926 W Lasso Ln"," ","Buckeye","AZ","85326","Edgar Gonzalez Meza","CR-34","","2018-09-26","2020-09-30","Active"
"322155","Desert Hills Landscaping LLC"," ","515 E Carefree Hwy # 777"," ","Phoenix","AZ","85085","Justin Lee Pfaff","CR-21","","2018-09-26","2020-09-30","Active"
"322156","E-P General Construction LLC"," ","1025 E 6th Pl"," ","Mesa","AZ","85203","Froilan R Estopellan-Payan","KB-2","","2018-09-26","2020-09-30","Active"
"322157","Bastaldi Construction LLC"," ","11208 44th Ave E"," ","Tacoma","WA","98446","Fredrick George Beaver","CR-42","","2018-09-26","2020-09-30","Active"
"322158","Cardel Construction LLC"," ","29318 N 24th Ln"," ","Phoenix","AZ","85085","Connor Cardel Mcknight","CR-60","","2018-09-27","2020-09-30","Active"
"322159","Nova Drywall LLC"," ","3488 S 162nd Ln"," ","Goodyear","AZ","85338","Manuel A Noriega","R-10","","2018-09-27","2020-09-30","Active"
"322160","Petko Construction LLC"," ","3634 W Beverly Ln"," ","Phoenix","AZ","85053","Brian Eugene Petko","CR-24","","2018-09-27","2020-09-30","Active"
"322161","PTR Mechanical LLC"," ","1975 Seneca Rd Ste 100"," ","Saint Paul","MN","55122","Jerrod Scott Faber","CR-37","","2018-09-27","2020-09-30","Active"
"322162","Innovate AZ LLC"," ","14230 N 51st Dr"," ","Glendale","AZ","85306","David Michael Betzold","R-62","","2018-09-27","2020-09-30","Active"
"322163","Clear Creek Builders LLC"," ","1042 Willow Creek Rd # 495"," ","Prescott","AZ","86301","James Vincent Donato","B","","2018-09-27","2020-09-30","Active"
"322164","Swiss & Martin LLC"," ","1655 N 15th Ave"," ","Tucson","AZ","85705","Sharilyn Joy Martin","CR-60","","2018-09-27","2020-09-30","Active"
"322165","Woodside Construction LLC"," ","3656 W Williams Ln"," ","Thatcher","AZ","85552","Steven Grant Henderson","CR-11","","2018-09-27","2020-09-30","Active"
"322166","Mohave Carpet LLC"," ","2095 Bombay Dr"," ","Lake Havasu City","AZ","86404","Mark Alan Roach","CR-8","","2018-09-27","2020-09-30","Active"
"322167","Dewey Trail"," Dewey Trail","1405 Clark St"," ","Gilbert","AZ","85297","Dewey Trail","KB-2","","2018-09-27","2020-09-30","Active"
"322168","MichaelHC LLC","Michael Home Concierge ","14431 N 44th Dr"," ","Glendale","AZ","85306","Michael Rhodig","B-3","","2018-09-27","2020-09-30","Active"
"322169","Donald D Diffenbaugh Construction Inc"," ","14651 Dropseed Ter"," ","Descanso","CA","91916","Kimberly Sue Diffenbaugh","B-1","","2018-09-27","2020-09-30","Active"
"322170","Desert Snow Construction LLC"," ","PO Box 64"," ","Fountain Green","UT","84632","Grant Leonard Fowkes","A","","2018-09-27","2020-09-30","Active"
"322171","Southwest Valley Constructors Co"," ","5130 Masthead St NE"," ","Albuquerque","NM","87109","Gray D Kite","A","","2018-09-27","2020-09-30","Active"
"322172","T. G. A. Industries LLC","T.G.A. Painting , T.G.A. Painting","18850 N 41st Ave"," ","Glendale","AZ","85308","Thomas George Atchison Jr","CR-34","","2018-09-27","2020-09-30","Active"
"322173","Appliance Equation LLC"," ","3094 E Cowboy Cove Trl"," ","San Tan Valley","AZ","85143","Muslem K Mustafa","R-63","","2018-09-27","2020-09-30","Active"
"322174","West Valley Garage Cabinets LLC"," ","13365 W Foxfire Dr Ste 1"," ","Surprise","AZ","85378","Paul James Hague II","CR-60","","2018-09-28","2020-09-30","Active"
"322175","Bijan Air Conditioning and Heating LLC"," ","1993 E Gemini Pl"," ","Chandler","AZ","85249","Bijan Afosi Eshani","CR-39","","2018-09-28","2020-09-30","Active"
"322176","Prime Time Solar Energy, LLC"," ","7373 E Doubletree Ranch Rd Ste 165"," ","Scottsdale","AZ","85258","Joel Ramos Flores","CR-11","","2018-09-28","2020-09-30","Active"
"322177","Lion Coat Painting LLC"," ","8875 N Morning Breeze Dr"," ","Tuscon","AZ","85743","Leo G Lizarraga","CR-34","","2018-09-28","2020-09-30","Active"
"322178","TNT Exteriors, LLC"," ","4317 Antler Ln"," ","Show Low","AZ","85901","Trevor James Haroldson","CR-60","","2018-09-28","2020-09-30","Active"
"322179","D A Herndon LLC"," Arcadia Signarama","4820 E McDowell Rd, #102"," ","Phoenix","AZ","85008","Derek A Herndon","C-38","","2018-09-28","2020-09-30","Active"
"322180","Capitol Painting & Construction, INC"," ","14311 Welch Rd Ste 500"," ","Dallas","TX","75244","Gary Christopher Mayes","KB-1","","2018-09-28","2020-09-30","Active"
"322181","Mr. David's Flooring International LLC"," ","865 W Irving Park Rd"," ","Itasca","IL","60143","Leonard G Zmijewski","CR-8","","2018-09-28","2020-09-30","Active"
"322182","Red Truck Construction LLC"," ","20704 N 51st Dr"," ","Glendale","AZ","85308","Alfred Joseph Walker","B","","2018-09-28","2020-09-30","Active"
"322183","Timothy Joseph John"," AA Plumbing and Backflow Testing","7141 E Eastland"," ","Tucson","AZ","85710","Timothy Joseph John","C-37","","2018-09-28","2020-09-30","Active"
"322184","Rojo's Masonry LLC"," ","7186 S Susana Dr"," ","Tucson","AZ","85756","Pablo Rojo Balderrama","KB-2","","2018-09-28","2020-09-30","Active"
"322185","JSM Electric LLC","JSM Home Services , JSM Home Services","12607 E Via De Palmas"," ","Chandler","AZ","85249","Joseph Stanley Mieduch","R-11","","2018-09-29","2020-09-30","Active"
"322186","Sender Construction LLC"," ","34482 N Ellsworth Rd"," ","Queen Creek","AZ","85142","Stephan R Roblez","A","","2018-09-29","2020-09-30","Active"
"322187","G.B. Remodeling LLC"," ","1428 S 120th Dr"," ","Avondale","AZ","85323","Ryan Fletcher McClellan","KB-2","","2018-09-29","2020-09-30","Active"
"322188","Way Better Construction LLC"," ","2828 W Pico Del Monte Cir"," ","Flagstaff","AZ","86001","Miguel Davila","CR-61","","2018-09-29","2020-09-30","Active"
"322189","Alfred B J Dahl"," D-Back Painting","5017 W Rosewood Ave"," ","Glendale","AZ","85304","Alfred B J Dahl","CR-34","","2018-09-29","2020-09-30","Active"
"322190","Dermody Project Solutions LLC"," ","610 E Bell Rd #2-490"," ","Phoenix","AZ","85022","John Roger Dermody","CR-61","","2018-09-29","2020-09-30","Active"
"322191","Craft Enterprises LLC"," ","1201 E Christmas Tree Ln"," ","Pearce","AZ","85625","James Kevin Craft","KB-1","","2018-09-29","2020-09-30","Active"
"322192","4-E Painting LLC"," ","19802 W Arlington Rd"," ","Buckeye","AZ","85326","David Artemio Escobedo","CR-34","","2018-09-29","2020-09-30","Active"
"322193","JT Interior Finishes LLC"," ","11347 N 112th Ave"," ","Youngtown","AZ","85363","Joshua James Tibbs","CR-60","","2018-09-29","2020-09-30","Active"
"322194","Zeke Lath & Stucco LLC"," ","3808 N 56th Dr"," ","Phoenix","AZ","85031","Laura Denise Velazquez","CR-36","","2018-09-29","2020-09-30","Active"
"322195","JLM & Sons Granite LLC"," ","2384 E Sundance Dr"," ","Fort Mohave","AZ","86426","Jacques Laval Quenette","R-60","","2018-09-29","2020-09-30","Active"
"322196","Colorado River Tile & Stone LLC"," ","4101 Arizona Blvd"," ","Lake Havasu City","AZ","86406","Travis David Smith","CR-48","","2018-09-29","2020-09-30","Active"
"322197","Paint and More, LLC"," ","4147 N 18th St"," ","Phoenix","AZ","85016","Martin Raul Munoz Meneses","CR-34","","2018-09-29","2020-09-30","Active"
"322198","Icon Development Company Inc"," ","13827 N 19th Pl"," ","Phoenix","AZ","85022","John Tracy Johnson","A","","2018-10-01","2020-10-31","Active"
"322199","James G Losey"," Salt Creek Custom Builders, Salt Creek Custom Builders","13410 S 46th St"," ","Phoenix","AZ","85044","Frederick Bernard Losey","B-2","","2018-10-01","2020-10-31","Active"
"322200","American Crane Parts and Service LLC"," American Equipment","451 W 3440 S"," ","Salt Lake City","UT","84115","Teri Lynn Ballhorn","CR-29","","2018-10-01","2020-10-31","Active"
"322201","Mariner LLC"," ","3105 E Charter Oak Rd"," ","Phoenix","AZ","85032","Donald Jordan Paulk","A","","2018-10-02","2020-10-31","Active"
"322202","Statewide Excavation Inc"," ","2470 Pitch Ln"," ","Lake Havasu City","AZ","86406","Jeffery William Gruba","A","","2018-10-02","2020-10-31","Active"
"322203","Wind Dancer Construction LLC"," ","15105 N Doubtful Canyon Dr"," ","Prescott","AZ","86305","Kirk F Leopold","B","","2018-10-02","2020-10-31","Active"
"322204","Ken Nix & Associates Inc"," ","685 Dividend Dr Ste 200"," ","Peachtree City","GA","30269","Kevin Frank Taylor","C-39","","2018-10-02","2020-10-31","Active"
"322205","University Mechanical Contractors Inc"," ","PO Box 67"," ","Mukilteo","WA","98275","Mark Anthony Wolosonovich","CR-39","","2018-10-02","2020-10-31","Active"
"322206","PAA Construction LLC"," ","6435 E Wolfhead Dr"," ","Tucson","AZ","85730","Andres Lorenzo Tovarez","B-3","","2018-10-02","2020-10-31","Active"
"322207","JLS General Contracting LLC","AMGC Company , AMGC Company",""," ","","","","Charles Joyce","KB-2","","2018-10-03","2020-10-31","Active"
"322209","Pro Fabrication LLC"," ","11980 N 70th Ave"," ","Peoria","AZ","85345","Steven Richard Fox","C-11","","2018-10-03","2020-10-31","Active"
"322210","Pro Fabrication LLC"," ","11980 N 70th Ave"," ","Peoria","AZ","85345","Steven Richard Fox","C-39","","2018-10-03","2020-10-31","Active"
"322211","Pro Fabrication LLC"," ","11980 N 70th Ave"," ","Peoria","AZ","85345","Steven Richard Fox","C-56","","2018-10-03","2020-10-31","Active"
"322212","Darren Frederic Dalley"," Dalley Brothers Masonry","51327 US Highway 60 89"," ","Wickenburg","AZ","85390","Darren Fredrick Dalley","CR-31","","2018-10-03","2020-10-31","Active"
"322213","Good's Tile & Stone Co Inc"," ","27186 N 96th Ln"," ","Peoria","AZ","85383","Robert Dee Good","CR-48","","2018-10-03","2020-10-31","Active"
"322214","Premier Painting Group LLC"," ","26932 N 89th Dr"," ","Peoria","AZ","85383","Rogelio Hernandez","C-34","","2018-10-03","2020-10-31","Voluntary Cancellation"
"322215","Earth Resource Group Inc"," ","6041 Clark St"," ","Las Vegas","NV","89122","Steve M Schafer","A","","2018-10-03","2020-10-31","Active"
"322216","Millenia Luxury Homes LLC"," ","2493 E Linda Ct"," ","Gilbert","AZ","85234","Daniel Jesse Porter","B","","2018-10-04","2020-10-31","Active"
"322217","Bellissimo Home Restorations LLC"," ","4721 S Leisure Way"," ","Gilbert","AZ","85297","John Joseph Ambrosino","CR-61","","2018-10-04","2020-10-31","Active"
"322218","New Era Pools LLC"," ","30264 N Mesquite Dr"," ","Florence","AZ","85132","William Berlin Umberger","B-5","","2018-10-04","2020-10-31","Active"
"322219","Premier Automation Contractors"," ",""," ","","","","Timothy Pinney","C-11","","2018-10-04","2020-10-31","Active"
"322220","Premier Automation Contractors"," ",""," ","","","","Timothy Pinney","B-1","","2018-10-04","2020-10-31","Active"
"322221","Jacob Blair Williamson"," ",""," ","","","","Jacob Williamson","R-62","","2018-10-04","2020-10-31","Active"
"322222","Sunburst Plumbing LLC"," ","PO Box 7446"," ","Surprise","AZ","85388","Trae Allen Schultz","CR-37","","2018-10-04","2020-10-31","Active"
"322223","Bruce Henderson Construction LLC"," ","3860 Frontage Rd Unit 20"," ","Bullhead City","AZ","86442","Bruce Evans Henderson","KB-1","","2018-10-05","2020-10-31","Active"
"322224","Hansel Construction LLC"," ",""," ","Black Canyon City","AZ","85324","Robert Bowdoine Hansel","CR-21","","2018-10-05","2020-10-31","Active"
"322225","Advance Plumbing LLC"," ","530 E 27th St"," ","Tucson","AZ","85713","Hector Humberto Herrera","CR-37","","2018-10-05","2020-10-31","Active"
"322226","Urban Luxe Development LLC"," ","6201 E Aster Dr"," ","Scottsdale","AZ","85254","Phillip Wayne Griffin","KB-2","","2018-10-05","2020-10-31","Active"
"322227","Hereford Electric LLC"," ","PO Box 4902"," ","Huachuca City","AZ","85616","William Brian Chartier","CR-11","","2018-10-05","2020-10-31","Active"
"322228","Vivint Inc"," ","4931 N 300 W"," ","Provo","UT","84604","Jason Earle Lindquist","CR-11","","2018-10-05","2020-10-31","Active"
"322229","Torri Custom & Modern Pools LLC"," ","3713 E Fruitvale Ave"," ","Gilbert","AZ","85297","Donald C Torri","B","","2018-10-05","2020-10-31","Active"
"322230","Plano de Retiro LLC"," ","39583 N Rattlesnake Rd"," ","San Tan Valley","AZ","85140","Marty David Byrne","KB-2","","2018-10-05","2020-10-31","Active"
"322231","Zone 9 Landscape Management LLC"," ","3114 W Ravina Ln"," ","mmcmahon01@cox.net","AZ","85086","Michael Joseph Mc Mahon","CR-21","","2018-10-05","2020-10-31","Active"
"322232","D & S Renovations LLC"," ","6949 W Bopp Rd # 2"," ","Tuscon","AZ","85735","David Rascon","KB-2","","2018-10-05","2020-10-31","Active"
"322233","Anzures Enterprises LLC"," ","920 W Tamarisk St"," ","Phoenix","AZ","85041-2315","Pedro Arturo Anzures","KB-1","","2018-10-05","2020-10-31","Active"
"322234","Upright Plumbing LLC"," ","1305 E Watson Dr"," ","Tempe","AZ","85283","Dallen Mikhail Handley","CR-37","","2018-10-05","2020-10-31","Active"
"322235","Roadrunner Roofing LLC"," ","67 S Higley Rd St 103-221"," ","Gilbert","AZ","85296","Kevin Vernon Farrow","CR-42","","2018-10-05","2020-10-31","Active"
"322236","Premier Tile & Stone Inc"," ","3201 Chemehuevi Blvd"," ","Lake Havasu City","AZ","86406","James Todd Bushie","R-60","","2018-10-05","2020-10-31","Active"
"322237","Desert Electrical Services LLC"," ","5096 S 245th Dr"," ","Buckeye","AZ","85326","Edward Rene Sanchez","CR-11","","2018-10-05","2020-10-31","Active"
"322238","Gordon Enterprises Contracting LLC"," ","7455 N 95th Ave, #Apt 911"," ","Glendale","AZ","85305","Arturo A Gordon Urizar","B-3","","2018-10-05","2020-10-31","Active"
"322239","ABC Asphalt LLC"," ","PO Box 8706"," ","Phoenix","AZ","85066","Leo Degario Barraza","KB-2","","2018-10-05","2020-10-31","Active"
"322240","3 Day Kitchens Inc"," ","23121 La Cadena Unit G"," ","Laguna Hills","CA","92653","David Bosio","CR-60","","2018-10-05","2020-10-31","Active"
"322241","Bridge Masters Inc"," ","25290 Bachelor Ln"," ","Bend","OR","97701","Jeremy Allan Herauf","A","","2018-10-09","2020-10-31","Active"
"322242","ML & Construction LLC"," ","4109 E Sweetwater Ave"," ","Phoenix","AZ","85032","Fred Ralph Doidge","KB-2","","2018-10-09","2020-10-31","Active"
"322243","Good Boy Builders LLC"," ","2926 N Tyndall Ave"," ","Tucson","AZ","85719","David Wayne Malboeuf","KB-2","","2018-10-09","2020-10-31","Active"
"322244","Johnson Property Services LLC"," ","11042 E Raleigh Ave"," ","Mesa","AZ","85212","Dennis Lyle Johnson","CR-61","","2018-10-09","2020-10-31","Active"
"322245","EJM HVAC LLC"," ","8865 W Morningside Dr"," ","Peoria","AZ","85382","Eric James Marquis","CR-39","","2018-10-09","2020-10-31","Active"
"322246","New Creations Custom Woodworking LLC"," ","5203 W Christy Dr"," ","Glendale","AZ","85304","Daniel Edward Jensen","CR-60","","2018-10-09","2020-10-31","Active"
"322247","Lyon Logistics & Installs LLC"," ","9538 W Williams St"," ","Tolleson","AZ","8353","Roberto F Rodriguez Jr","CR-63","","2018-10-09","2020-10-31","Active"
"322248","A&F Stucco LLC"," ","102 E Saint Anne Ave"," ","Phoenix","AZ","85042","Alfredo Manzo Romero","CR-36","","2018-10-09","2020-10-31","Active"
"322249","Colados Painting LLC"," ","25364 W Ellis Dr"," ","Buckeye","AZ","85326","Mauricio Flores Magdaleno","CR-34","","2018-10-09","2020-10-31","Active"
"322250","Neo Pyramids LLC"," ","2915 E Baseline Rd Ste 104"," ","Gilbert","AZ","85234","Ahmad Reza Emami","B-1","","2018-10-09","2020-10-31","Active"
"322251","Old Pueblo Garage Doors LLC"," ","12831 W Wailaki Way"," ","Tucson","AZ","85743","Allen Julian West","CR-60","","2018-10-09","2020-10-31","Active"
"322252","Reycor Inc"," ","955 W Chandler Blvd Ste 11"," ","Chandler","AZ","85225","Michael Anthony Reynoso","B-1","","2018-10-09","2020-10-31","Active"
"322253","DIOS Construction LLC"," ","2932 La Vista Ave"," ","Corona","CA","92879","Ryan Lee Parks","B","","2018-10-09","2020-10-31","Active"
"322254","SVP Steel LLC"," ","PO Box 11633"," ","Phoenix","AZ","85061","Trevor Brescia","CR-17","","2018-10-09","2020-10-31","Active"
"322255","RVW Cabinetry LLC"," ","7253 E Pierce St"," ","Tucson","AZ","85710","Victor Chao","CR-60","","2018-10-09","2020-10-31","Active"
"322256","DB Hill Installations Inc"," ","3450 E Sunnyside Dr"," ","Phoenix","AZ","85028","Stephen A Hill","R-60","","2018-10-09","2020-10-31","Active"
"322257","Confident Comfort LLC"," ","3469 Salt Creek Ovi"," ","Flagstaff","AZ","86005","Aaron M Keams","CR-39","","2018-10-09","2020-10-31","Active"
"322258","Floor Dozers LLC"," ","2632 N Horne"," ","Mesa","AZ","85203","Jesse Blake Boswell","CR-8","","2018-10-09","2020-10-31","Active"
"322259","Hal Hays Construction Inc"," ","4181 Latham St"," ","Riverside","CA","92501","Kirby Scott Hays","B-1","","2018-10-09","2020-10-31","Active"
"322260","MAC Communications LLC"," ","6436 Monahiti Pl NE"," ","Albuquerque","NM","87109","James Douglas Martindale","C-67","","2018-10-10","2020-10-31","Active"
"322261","Ruidoso Remodeling LLC"," ","7609 W Georgia Ave"," ","Glendale","AZ","85303","Jesus A Ramos Maciel","B-3","","2018-10-10","2020-10-31","Active"
"322262","Sal's Precision Painting LLC"," ","16402 N 31st St, #231"," ","Phoenix","AZ","85032","Salvador Sanchez","CR-34","","2018-10-10","2020-10-31","Active"
